Name	Score	0.95 MoE	p-value	FDR
ITIH5	0.6696690709781765		4.8754326946516506e-06	0.00012195121951219512
CDC14B	0.6672552149508476		4.8754326946516506e-06	0.00012195121951219512
APCDD1	0.66679165504806		4.8754326946516506e-06	0.00012195121951219512
SOD2	0.6663440714246204		4.8754326946516506e-06	0.00012195121951219512
DPT	0.66532709758759		4.8754326946516506e-06	0.00012195121951219512
RAPGEF3	0.6647988858095367		4.8754326946516506e-06	0.00012195121951219512
GPAM	0.6641585911838876		4.8754326946516506e-06	0.00012195121951219512
DGAT2	0.6585817059135476		4.8754326946516506e-06	0.00012195121951219512
METTL7A	0.6580794218557691		4.8754326946516506e-06	0.00012195121951219512
LEP	0.6533502673976906		4.8754326946516506e-06	0.00012195121951219512
COL17A1	0.6528478194704738		4.8754326946516506e-06	0.00012195121951219512
MYLK	0.6518683865321075		4.8754326946516506e-06	0.00012195121951219512
FGF14-AS2	0.6518401610521749	0.022789644745711813	4.8754326946516506e-06	0.00012195121951219512
STAT5B	0.6505753034571786		4.8754326946516506e-06	0.00012195121951219512
AC022400.7	0.650494407164156	0.027175155435858023	4.8754326946516506e-06	0.00012195121951219512
LTBP4	0.650372117629156		4.8754326946516506e-06	0.00012195121951219512
MOB3C	0.649937378617211		4.8754326946516506e-06	0.00012195121951219512
CYYR1	0.6489111498871293		4.8754326946516506e-06	0.00012195121951219512
KL	0.648655798779158		4.8754326946516506e-06	0.00012195121951219512
RERGL	0.6483376097978267		4.8754326946516506e-06	0.00012195121951219512
FGF1	0.6478254897339233		4.8754326946516506e-06	0.00012195121951219512
ROBO3	0.6468086681207508		4.8754326946516506e-06	0.00012195121951219512
HSPB2	0.6460343774656709		4.8754326946516506e-06	0.00012195121951219512
FABP4	0.6458006677572228		4.8754326946516506e-06	0.00012195121951219512
LHFP	0.6450480873119486		4.8754326946516506e-06	0.00012195121951219512
TINAGL1	0.6437960816273456		4.8754326946516506e-06	0.00012195121951219512
EEPD1	0.643242291368405		4.8754326946516506e-06	0.00012195121951219512
LIPE	0.6428564138262944		4.8754326946516506e-06	0.00012195121951219512
AC007541.1	0.6419130482968567		4.8754326946516506e-06	0.00012195121951219512
PPM1F	0.6410724588314515		4.8754326946516506e-06	0.00012195121951219512
DST	0.6400631199168546		4.8754326946516506e-06	0.00012195121951219512
LMOD1	0.6394452470492311		4.8754326946516506e-06	0.00012195121951219512
ADIPOQ	0.6392735738513656		4.8754326946516506e-06	0.00012195121951219512
SORBS1	0.6383522298709434		4.8754326946516506e-06	0.00012195121951219512
FOS	0.6377926695391095		4.8754326946516506e-06	0.00012195121951219512
PDK4	0.63723240579393	0.03473602989437663	4.8754326946516506e-06	0.00012195121951219512
CADM3-AS1	0.6371821906599588		4.8754326946516506e-06	0.00012195121951219512
MYL9	0.6359766360709133		4.8754326946516506e-06	0.00012195121951219512
GNAL	0.6357541152864808		4.8754326946516506e-06	0.00012195121951219512
SLIT3	0.6350857720828105		4.8754326946516506e-06	0.00012195121951219512
PGM5-AS1	0.6344420822066029		4.8754326946516506e-06	0.00012195121951219512
C10orf10	0.6344224658106201		4.8754326946516506e-06	0.00012195121951219512
CHRDL1	0.6336658449822754		4.8754326946516506e-06	0.00012195121951219512
AC107959.1	0.6333134460129177		4.8754326946516506e-06	0.00012195121951219512
FGFR1	0.6331858259694654		4.8754326946516506e-06	0.00012195121951219512
FAM107A	0.6326848281590484		4.8754326946516506e-06	0.00012195121951219512
HYAL1	0.6322909886282606		4.8754326946516506e-06	0.00012195121951219512
CLEC3B	0.6305332247765978		4.8754326946516506e-06	0.00012195121951219512
MYEOV	0.6290842494214098		4.8754326946516506e-06	0.00012195121951219512
ADH1B	0.6285230612407802		4.8754326946516506e-06	0.00012195121951219512
CXCL2	0.6284666923422185		4.8754326946516506e-06	0.00012195121951219512
LRRN4CL	0.6274689174666851		4.8754326946516506e-06	0.00012195121951219512
HOXA4	0.6267645758669966		4.8754326946516506e-06	0.00012195121951219512
AVPR2	0.6267337163454613		4.8754326946516506e-06	0.00012195121951219512
AC108134.3	0.6262775171986116		4.8754326946516506e-06	0.00012195121951219512
PLPP3	0.6244786962743434		4.8754326946516506e-06	0.00012195121951219512
IL11RA	0.6244258925698062		4.8754326946516506e-06	0.00012195121951219512
USHBP1	0.624249745235176		4.8754326946516506e-06	0.00012195121951219512
CAVIN1	0.6237621886740906		4.8754326946516506e-06	0.00012195121951219512
KLHL21	0.623523970081715		4.8754326946516506e-06	0.00012195121951219512
FLJ27354	0.6230881891672503		4.8754326946516506e-06	0.00012195121951219512
MIR497HG	0.6217487275808424	0.02245109248910163	4.8754326946516506e-06	0.00012195121951219512
RASIP1	0.6217374618800278		4.8754326946516506e-06	0.00012195121951219512
TNS2	0.6203357791045431		4.8754326946516506e-06	0.00012195121951219512
CEP112	0.6193653899922693		4.8754326946516506e-06	0.00012195121951219512
VEGFD	0.618912142865862		4.8754326946516506e-06	0.00012195121951219512
ADCY4	0.6178993451182402		4.8754326946516506e-06	0.00012195121951219512
SRPX	0.6172757010654819		4.8754326946516506e-06	0.00012195121951219512
AP002004.1	0.6169084274386839		4.8754326946516506e-06	0.00012195121951219512
RSPO3	0.6166887261988308		4.8754326946516506e-06	0.00012195121951219512
ITPRIPL1	0.6162661602392252		4.8754326946516506e-06	0.00012195121951219512
LDB2	0.6160977756962225		4.8754326946516506e-06	0.00012195121951219512
CHST9	0.6158760017086754		4.8754326946516506e-06	0.00012195121951219512
GPIHBP1	0.6153250362635921	0.021933506227913215	4.8754326946516506e-06	0.00012195121951219512
AC019131.2	0.6142370318757396	0.03212705789084876	4.8754326946516506e-06	0.00012195121951219512
GPX3	0.6140395117071281		4.8754326946516506e-06	0.00012195121951219512
CFD	0.613336592129481		4.8754326946516506e-06	0.00012195121951219512
SYNPO2	0.6129370905171446		4.8754326946516506e-06	0.00012195121951219512
FXYD1	0.6121674896713598	0.019861697603604008	4.8754326946516506e-06	0.00012195121951219512
SOBP	0.6115481488458985		4.8754326946516506e-06	0.00012195121951219512
P2RY12	0.6113074313209796		4.8754326946516506e-06	0.00012195121951219512
CAVIN2	0.6111769361039985		4.8754326946516506e-06	0.00012195121951219512
DDR2	0.6110746046060165		4.8754326946516506e-06	0.00012195121951219512
AMOTL2	0.6105408641632774		4.8754326946516506e-06	0.00012195121951219512
FES	0.6101976196299046		4.8754326946516506e-06	0.00012195121951219512
SIRPA	0.6093369603231811		4.8754326946516506e-06	0.00012195121951219512
NLRP1	0.6090053029432361		4.8754326946516506e-06	0.00012195121951219512
LPL	0.6079481864923516		4.8754326946516506e-06	0.00012195121951219512
AOC3	0.6076867899532701		4.8754326946516506e-06	0.00012195121951219512
AC092376.2	0.6072757929304309	0.027874381591766653	4.8754326946516506e-06	0.00012195121951219512
CCL14	0.6055957286586593	0.02649086847038738	4.8754326946516506e-06	0.00012195121951219512
OXTR	0.6047521877462032		4.8754326946516506e-06	0.00012195121951219512
SYNM	0.604330643710338		4.8754326946516506e-06	0.00012195121951219512
CTF1	0.6030875882367607		4.8754326946516506e-06	0.00012195121951219512
CSF1	0.6024548430415941		4.8754326946516506e-06	0.00012195121951219512
CAV2	0.6023188353469396		4.8754326946516506e-06	0.00012195121951219512
ARHGEF10	0.6019415755280516		4.8754326946516506e-06	0.00012195121951219512
ATOH8	0.6014655566846618		4.8754326946516506e-06	0.00012195121951219512
MICU3	0.6012977777359739		4.8754326946516506e-06	0.00012195121951219512
CCL28	0.6011999660906154		4.8754326946516506e-06	0.00012195121951219512
TMEM47	0.6005420998972709		4.8754326946516506e-06	0.00012195121951219512
LINC01537	0.5995172423791162		4.8754326946516506e-06	0.00012195121951219512
FGF10	0.5994428847292678		4.8754326946516506e-06	0.00012195121951219512
ASB1	0.5986293221417381		4.8754326946516506e-06	0.00012195121951219512
GNG11	0.5982583935908378		4.8754326946516506e-06	0.00012195121951219512
AL161785.1	0.5980689621946312		4.8754326946516506e-06	0.00012195121951219512
PCOLCE2	0.5974489506008465		4.8754326946516506e-06	0.00012195121951219512
FOSB	0.5972673346316019		4.8754326946516506e-06	0.00012195121951219512
LRRC3B	0.5969713045245766		4.8754326946516506e-06	0.00012195121951219512
CBX7	0.5966546761669927		4.8754326946516506e-06	0.00012195121951219512
TTC28	0.5958748697368239		4.8754326946516506e-06	0.00012195121951219512
PLAC9	0.5955327886028686		4.8754326946516506e-06	0.00012195121951219512
AC110814.1	0.5952266012128761		4.8754326946516506e-06	0.00012195121951219512
NFIB	0.594729544798538		4.8754326946516506e-06	0.00012195121951219512
ITM2A	0.5941427943538363		4.8754326946516506e-06	0.00012195121951219512
CYBRD1	0.5930666697492498		4.8754326946516506e-06	0.00012195121951219512
LOXL4	0.5928906843236792		4.8754326946516506e-06	0.00012195121951219512
CIDEC	0.5926147182217187		4.8754326946516506e-06	0.00012195121951219512
MAGI2-AS3	0.5920712867869883		4.8754326946516506e-06	0.00012195121951219512
CAT	0.591795238431744		4.8754326946516506e-06	0.00012195121951219512
NKAPL	0.5913274760679355		4.8754326946516506e-06	0.00012195121951219512
EFCAB1	0.5910937802363372		4.8754326946516506e-06	0.00012195121951219512
NDN	0.5908646304642553		4.8754326946516506e-06	0.00012195121951219512
PTPN21	0.5905248447126471		4.8754326946516506e-06	0.00012195121951219512
CALCOCO1	0.5905041415214247	0.02783750705132733	4.8754326946516506e-06	0.00012195121951219512
TUSC5	0.5879401440548712		4.8754326946516506e-06	0.00012195121951219512
CCDC82	0.5878344075690636		4.8754326946516506e-06	0.00012195121951219512
PFKFB3	0.5877973676423714		4.8754326946516506e-06	0.00012195121951219512
RBMS3	0.5877222563835612		4.8754326946516506e-06	0.00012195121951219512
NACAD	0.5872929051585447		4.8754326946516506e-06	0.00012195121951219512
LRP5	0.5870613223897276		4.8754326946516506e-06	0.00012195121951219512
MSRB3	0.5870553493344509		4.8754326946516506e-06	0.00012195121951219512
WDR86	0.58702818174951		4.8754326946516506e-06	0.00012195121951219512
PGM5	0.5866758123408516		4.8754326946516506e-06	0.00012195121951219512
LINC00639	0.5865483893311565		4.8754326946516506e-06	0.00012195121951219512
LYVE1	0.5858387928006461		4.8754326946516506e-06	0.00012195121951219512
TMEM246	0.585507017722612		4.8754326946516506e-06	0.00012195121951219512
TRPM3	0.5853123843069415		4.8754326946516506e-06	0.00012195121951219512
KCTD12	0.5853012537255775		4.8754326946516506e-06	0.00012195121951219512
MT1M	0.5851738818446807		4.8754326946516506e-06	0.00012195121951219512
HBB	0.5849609432064697		4.8754326946516506e-06	0.00012195121951219512
GYPC	0.5847471191535456		4.8754326946516506e-06	0.00012195121951219512
CNN1	0.5845049847357401		4.8754326946516506e-06	0.00012195121951219512
ZNF781	0.58425736667836		4.8754326946516506e-06	0.00012195121951219512
PNMA8B	0.5842344568545064		4.8754326946516506e-06	0.00012195121951219512
G0S2	0.5839534132587897		4.8754326946516506e-06	0.00012195121951219512
VSIR	0.5835468716442405		4.8754326946516506e-06	0.00012195121951219512
THRA	0.5835135006552538		4.8754326946516506e-06	0.00012195121951219512
DLK2	0.5829802136442155		4.8754326946516506e-06	0.00012195121951219512
ZNF204P	0.5820828032466282		4.8754326946516506e-06	0.00012195121951219512
COL6A6	0.5819070804172791		4.8754326946516506e-06	0.00012195121951219512
LYSMD4	0.581869632808586		4.8754326946516506e-06	0.00012195121951219512
FMOD	0.5818639221372904		4.8754326946516506e-06	0.00012195121951219512
ABLIM1	0.5815778333131721		4.8754326946516506e-06	0.00012195121951219512
LIFR	0.5814496344018656		4.8754326946516506e-06	0.00012195121951219512
TMTC1	0.5810238809404408		4.8754326946516506e-06	0.00012195121951219512
FAM189A2	0.5806010413177439		4.8754326946516506e-06	0.00012195121951219512
PDE2A	0.5805239058989918		4.8754326946516506e-06	0.00012195121951219512
ENPP2	0.5803973303208905		4.8754326946516506e-06	0.00012195121951219512
MIR99AHG	0.5799229983418408		4.8754326946516506e-06	0.00012195121951219512
ARHGEF4	0.5799135144724117		4.8754326946516506e-06	0.00012195121951219512
TMBIM1	0.5794644364260939		4.8754326946516506e-06	0.00012195121951219512
AC012368.1	0.5793729208051273		4.8754326946516506e-06	0.00012195121951219512
AC011247.1	0.5790748591720007		4.8754326946516506e-06	0.00012195121951219512
MEDAG	0.5790074996352856		4.8754326946516506e-06	0.00012195121951219512
FLG-AS1	0.5782728273005971		4.8754326946516506e-06	0.00012195121951219512
STAT5A	0.5781224330207804		4.8754326946516506e-06	0.00012195121951219512
INPP1	0.5777258468038058		4.8754326946516506e-06	0.00012195121951219512
CLDN19	0.5769162866724763		4.8754326946516506e-06	0.00012195121951219512
RRN3P1	0.576199880306323		4.8754326946516506e-06	0.00012195121951219512
WDR86-AS1	0.5760227492946477		4.8754326946516506e-06	0.00012195121951219512
POU6F1	0.5760178589110811		4.8754326946516506e-06	0.00012195121951219512
ARHGEF40	0.5751163923905223		4.8754326946516506e-06	0.00012195121951219512
ACADVL	0.5750318237906423		4.8754326946516506e-06	0.00012195121951219512
HOTAIRM1	0.5749803471108546		4.8754326946516506e-06	0.00012195121951219512
CES1	0.5748126934813671		4.8754326946516506e-06	0.00012195121951219512
FEZ1	0.5746367946774171		4.8754326946516506e-06	0.00012195121951219512
HOXA3	0.5745453547289675		4.8754326946516506e-06	0.00012195121951219512
ADH5	0.5744494459793845		4.8754326946516506e-06	0.00012195121951219512
FAT2	0.5737378215719072		4.8754326946516506e-06	0.00012195121951219512
NAB1	0.5736358472119407		4.8754326946516506e-06	0.00012195121951219512
TMEM133	0.5734539264236388		4.8754326946516506e-06	0.00012195121951219512
PLIN4	0.5732353276401456		4.8754326946516506e-06	0.00012195121951219512
PPP1R14A	0.5731818299976207		4.8754326946516506e-06	0.00012195121951219512
DPP6	0.5730558772115942		4.8754326946516506e-06	0.00012195121951219512
NEXN	0.5727172905387438		4.8754326946516506e-06	0.00012195121951219512
RNASE7	0.5726033883736253		4.8754326946516506e-06	0.00012195121951219512
THSD1	0.5725625796116817		4.8754326946516506e-06	0.00012195121951219512
BIN1	0.5723919962223645		4.8754326946516506e-06	0.00012195121951219512
C8orf88	0.5719547305428413		4.8754326946516506e-06	0.00012195121951219512
GPC3	0.5715309189284957		4.8754326946516506e-06	0.00012195121951219512
ST3GAL3	0.5712613956266319		4.8754326946516506e-06	0.00012195121951219512
STARD9	0.571249725646498		4.8754326946516506e-06	0.00012195121951219512
FAM110D	0.5711131059593336		4.8754326946516506e-06	0.00012195121951219512
AL133467.1	0.5710538185805161		4.8754326946516506e-06	0.00012195121951219512
CD248	0.5707696970415159		4.8754326946516506e-06	0.00012195121951219512
MTURN	0.5692100406208285		4.8754326946516506e-06	0.00012195121951219512
CREB5	0.5691524265773175		4.8754326946516506e-06	0.00012195121951219512
EOGT	0.5687375484607725		4.8754326946516506e-06	0.00012195121951219512
SLC25A27	0.5687165309210535		4.8754326946516506e-06	0.00012195121951219512
PYROXD2	0.5681113944632137		4.8754326946516506e-06	0.00012195121951219512
SAA4	0.5680025977219556		4.8754326946516506e-06	0.00012195121951219512
AC096921.2	0.5674579291286239		4.8754326946516506e-06	0.00012195121951219512
HAS3	0.5673678180229591		4.8754326946516506e-06	0.00012195121951219512
RCBTB2	0.5671594409784184		4.8754326946516506e-06	0.00012195121951219512
MSRA	0.5668590110362974		4.8754326946516506e-06	0.00012195121951219512
SCN5A	0.5668351000728933		4.8754326946516506e-06	0.00012195121951219512
DHRS12	0.5661415868381736		4.8754326946516506e-06	0.00012195121951219512
ABCA5	0.5659650486564332		4.8754326946516506e-06	0.00012195121951219512
DAB2IP	0.5655923232829835		4.8754326946516506e-06	0.00012195121951219512
SVEP1	0.5655549532403472		4.8754326946516506e-06	0.00012195121951219512
SLC12A4	0.56491016626728		4.8754326946516506e-06	0.00012195121951219512
RASGEF1C	0.5645220860509472		4.8754326946516506e-06	0.00012195121951219512
HSPB6	0.5644934265760764		4.8754326946516506e-06	0.00012195121951219512
SMYD1	0.5643225538144064		4.8754326946516506e-06	0.00012195121951219512
PLPPR1	0.5641069111252451		4.8754326946516506e-06	0.00012195121951219512
MGAT3	0.5638498056566115		4.8754326946516506e-06	0.00012195121951219512
GPBAR1	0.5638462274630777		4.8754326946516506e-06	0.00012195121951219512
PKD2	0.5638168768454472		4.8754326946516506e-06	0.00012195121951219512
EHD2	0.5631816320256329		4.8754326946516506e-06	0.00012195121951219512
ECSCR	0.5631275744449548		4.8754326946516506e-06	0.00012195121951219512
LGI4	0.5630003821755729		4.8754326946516506e-06	0.00012195121951219512
LRRC2	0.5629974755462042		4.8754326946516506e-06	0.00012195121951219512
PAMR1	0.5628605011895765		4.8754326946516506e-06	0.00012195121951219512
ABCA10	0.5627087511694675		4.8754326946516506e-06	0.00012195121951219512
IQSEC3	0.5624463495236671		4.8754326946516506e-06	0.00012195121951219512
STXBP6	0.5620682269809556		4.8754326946516506e-06	0.00012195121951219512
CAPN11	0.5617924860722341		4.8754326946516506e-06	0.00012195121951219512
CORO2B	0.5617750427288344		4.8754326946516506e-06	0.00012195121951219512
CNTNAP3P2	0.5617147938688088		4.8754326946516506e-06	0.00012195121951219512
TCF7L1	0.5614924415693889		4.8754326946516506e-06	0.00012195121951219512
CCDC178	0.560809264831786		4.8754326946516506e-06	0.00012195121951219512
HIF3A	0.5602820711454621		4.8754326946516506e-06	0.00012195121951219512
EZH1	0.5601401443781375		4.8754326946516506e-06	0.00012195121951219512
PCAT19	0.5597747541699427		4.8754326946516506e-06	0.00012195121951219512
ZFP36L2	0.559554255257195		4.8754326946516506e-06	0.00012195121951219512
SPARCL1	0.5592808204724271		4.8754326946516506e-06	0.00012195121951219512
HERC2P3	0.5591778008873156		4.8754326946516506e-06	0.00012195121951219512
C10orf128	0.5591148692835132		4.8754326946516506e-06	0.00012195121951219512
KY	0.5590757620342521		4.8754326946516506e-06	0.00012195121951219512
FAM162B	0.5585350745991613		4.8754326946516506e-06	0.00012195121951219512
AC092164.1	0.5584756469820544		4.8754326946516506e-06	0.00012195121951219512
COX7A1	0.558404858064252		4.8754326946516506e-06	0.00012195121951219512
RAB6B	0.5583875137771912		4.8754326946516506e-06	0.00012195121951219512
C10orf90	0.5582205923609607		4.8754326946516506e-06	0.00012195121951219512
SCN3A	0.557843091176255		4.8754326946516506e-06	0.00012195121951219512
LRIG3	0.5577818638254897		4.8754326946516506e-06	0.00012195121951219512
PLSCR4	0.5577728166779871		4.8754326946516506e-06	0.00012195121951219512
SCARA5	0.5576688451988394		4.8754326946516506e-06	0.00012195121951219512
ME3	0.5575210146539482		4.8754326946516506e-06	0.00012195121951219512
PAK5	0.5575204169305509		4.8754326946516506e-06	0.00012195121951219512
NPR2	0.5571794635060107		4.8754326946516506e-06	0.00012195121951219512
AC023509.3	0.5567538724226223		4.8754326946516506e-06	0.00012195121951219512
KCNH8	0.5567011564416754		4.8754326946516506e-06	0.00012195121951219512
CD209	0.5560111329145979		4.8754326946516506e-06	0.00012195121951219512
JADE1	0.5559343340384629		4.8754326946516506e-06	0.00012195121951219512
GYG2	0.555718463711193		4.8754326946516506e-06	0.00012195121951219512
SOSTDC1	0.5554916229014706		4.8754326946516506e-06	0.00012195121951219512
SAA1	0.555445870051684		4.8754326946516506e-06	0.00012195121951219512
NUDT7	0.5553498898153908		4.8754326946516506e-06	0.00012195121951219512
CD300LG	0.5553384582608779		4.8754326946516506e-06	0.00012195121951219512
CSRNP1	0.5538665357550857		4.8754326946516506e-06	0.00012195121951219512
EPHB1	0.5538575775496504		4.8754326946516506e-06	0.00012195121951219512
C20orf194	0.5530697270723554		4.8754326946516506e-06	0.00012195121951219512
CLDN11	0.5526302094502528		4.8754326946516506e-06	0.00012195121951219512
CDKN1C	0.5522032087370362		4.8754326946516506e-06	0.00012195121951219512
CTTNBP2	0.5521200660673905		4.8754326946516506e-06	0.00012195121951219512
NLRX1	0.5519633648750866		4.8754326946516506e-06	0.00012195121951219512
AC105942.1	0.5518018530534728		4.8754326946516506e-06	0.00012195121951219512
CLDND2	0.5517656765752784		4.8754326946516506e-06	0.00012195121951219512
ACKR3	0.5517106223200663		4.8754326946516506e-06	0.00012195121951219512
PNRC1	0.5515378955964695		4.8754326946516506e-06	0.00012195121951219512
CEP68	0.5514734471183349		4.8754326946516506e-06	0.00012195121951219512
JAM2	0.5514265442977284		4.8754326946516506e-06	0.00012195121951219512
NIFK-AS1	0.5514125574285116		4.8754326946516506e-06	0.00012195121951219512
RBP7	0.551290433922413		4.8754326946516506e-06	0.00012195121951219512
APBA1	0.550983647477095		4.8754326946516506e-06	0.00012195121951219512
GIMAP8	0.5503959645384388		4.8754326946516506e-06	0.00012195121951219512
HOXA5	0.5501837558268341		4.8754326946516506e-06	0.00012195121951219512
LINC01554	0.5501733409896531		4.8754326946516506e-06	0.00012195121951219512
RBP4	0.5501425971604526		4.8754326946516506e-06	0.00012195121951219512
DENND2A	0.5500962787627338		4.8754326946516506e-06	0.00012195121951219512
PRKN	0.5499639383388986		4.8754326946516506e-06	0.00012195121951219512
EMP1	0.5498469562972473		4.8754326946516506e-06	0.00012195121951219512
SRP14-AS1	0.549794428963095		4.8754326946516506e-06	0.00012195121951219512
LMO2	0.5493707690908476		4.8754326946516506e-06	0.00012195121951219512
LARP6	0.5493084371306169		4.8754326946516506e-06	0.00012195121951219512
FAM13C	0.5489010891361087		4.8754326946516506e-06	0.00012195121951219512
AKR1C3	0.548853280820696		4.8754326946516506e-06	0.00012195121951219512
TWIST2	0.5486604134047586		4.8754326946516506e-06	0.00012195121951219512
PLA2G5	0.5484973633178982		4.8754326946516506e-06	0.00012195121951219512
KLF4	0.5483393323530226		4.8754326946516506e-06	0.00012195121951219512
TP63	0.5483024351001479		4.8754326946516506e-06	0.00012195121951219512
CXorf36	0.5482683144276173		4.8754326946516506e-06	0.00012195121951219512
SNTG2	0.5481710358163004		4.8754326946516506e-06	0.00012195121951219512
CCDC85A	0.5481459319101077		4.8754326946516506e-06	0.00012195121951219512
AQP4	0.5479460452670141		4.8754326946516506e-06	0.00012195121951219512
HPSE2	0.5478081944403083		4.8754326946516506e-06	0.00012195121951219512
VGLL3	0.5476754684116822		4.8754326946516506e-06	0.00012195121951219512
HLF	0.5476330218527494		4.8754326946516506e-06	0.00012195121951219512
NAALADL1	0.5472017454149625		4.8754326946516506e-06	0.00012195121951219512
BMPER	0.5470741059398185		4.8754326946516506e-06	0.00012195121951219512
LCAT	0.5469117287519664		4.8754326946516506e-06	0.00012195121951219512
GPRASP2	0.5461497003239422		4.8754326946516506e-06	0.00012195121951219512
SELENOP	0.5460748236663813		4.8754326946516506e-06	0.00012195121951219512
LINC01070	0.5457701218258935		4.8754326946516506e-06	0.00012195121951219512
SYN2	0.5456450980011034		4.8754326946516506e-06	0.00012195121951219512
PLPP7	0.5454195594567783		4.8754326946516506e-06	0.00012195121951219512
YBX3	0.5453550952086985		4.8754326946516506e-06	0.00012195121951219512
FAM49A	0.5452240790161144		4.8754326946516506e-06	0.00012195121951219512
BVES	0.5451436675356954		4.8754326946516506e-06	0.00012195121951219512
EFNB1	0.5451210798302397		4.8754326946516506e-06	0.00012195121951219512
CDADC1	0.5450410482435832		4.8754326946516506e-06	0.00012195121951219512
PDE1C	0.5444951849599418		4.8754326946516506e-06	0.00012195121951219512
ARHGAP20	0.5443605712311763		4.8754326946516506e-06	0.00012195121951219512
YAP1	0.5443359305300723		4.8754326946516506e-06	0.00012195121951219512
CFL2	0.5442138974295816		4.8754326946516506e-06	0.00012195121951219512
CUTC	0.5434246479371111		4.8754326946516506e-06	0.00012195121951219512
CLIP4	0.5429725578031566		4.8754326946516506e-06	0.00012195121951219512
DUSP1	0.5424151566895743		4.8754326946516506e-06	0.00012195121951219512
DNAJB4	0.5423074274944544		4.8754326946516506e-06	0.00012195121951219512
AL031316.1	0.5422761020369087		4.8754326946516506e-06	0.00012195121951219512
ANKRD65	0.5417396928338929		4.8754326946516506e-06	0.00012195121951219512
WTIP	0.5416705674881654		4.8754326946516506e-06	0.00012195121951219512
