Name	Score	0.95 MoE	p-value	FDR
U77948_at	0.48351881140657565		0.0009538504699116286	0.03655913978494624
M12174_at	0.48320464058254875		0.0009678776827044466	0.036702127659574466
U37055_rna1_s_at	0.48253639633419887		0.0009678776827044466	0.036702127659574466
D80001_at	0.48200772169511624		0.0010099593210829009	0.0380952380952381
M33882_at	0.4811442232372228		0.001023986533875719	0.03814432989690722
M97856_at	0.4804844729939015		0.001023986533875719	0.03814432989690722
AFFX-M27830_M_at	0.48037366601444403		0.001038013746668537	0.03814432989690722
S61953_at	0.47940548245484277		0.001038013746668537	0.03814432989690722
U09087_s_at	0.4792182896510754		0.001038013746668537	0.03814432989690722
HG2815-HT2931_s_at	0.47904071282790106		0.001052040959461355	0.038265306122448974
D00760_at	0.478991860470215		0.001052040959461355	0.038265306122448974
HG4258-HT4528_at	0.4779622923219034		0.0010800953850469911	0.03908629441624366
D49677_at	0.47743333375966535		0.0010941225978398092	0.03939393939393939
L06797_s_at	0.47659796710060276		0.0011081498106326273	0.0395
M31627_at	0.4763897610781315		0.0011081498106326273	0.0395
AB000449_at	0.47607529490038697		0.0011221770234254454	0.03980099502487562
X60483_at	0.4756159736285582		0.0011362042362182635	0.039901477832512314
S76617_at	0.47548902489180117		0.0011362042362182635	0.039901477832512314
D87074_at	0.47456295039877605		0.0011923130873895357	0.040566037735849055
X75755_rna1_s_at	0.4741319320848183		0.0012063403001823538	0.040566037735849055
HG2855-HT2995_at	0.47407562631976957		0.0012063403001823538	0.040566037735849055
HG1612-HT1612_at	0.47398716927018725		0.0012063403001823538	0.040566037735849055
X64229_at	0.473638683686611		0.0012063403001823538	0.040566037735849055
J03260_s_at	0.4736335102694207		0.0012063403001823538	0.040566037735849055
HG2379-HT3996_s_at	0.47347550495292356		0.0012063403001823538	0.040566037735849055
X06745_at	0.4733637467602985		0.0012063403001823538	0.040566037735849055
X57152_rna1_s_at	0.4733385244181139		0.0012063403001823538	0.040566037735849055
M31303_rna1_at	0.47311325717003627		0.0012203675129751719	0.04065420560747664
U28963_at	0.4730299795086406		0.0012203675129751719	0.04065420560747664
L43821_at	0.47192993306466385		0.00123439472576799	0.04093023255813954
U79270_at	0.4707356956061554		0.001276476364146444	0.04212962962962963
Y12711_at	0.46990675226914536		0.0013045307897320802	0.04285714285714286
L42542_at	0.4691544086130647		0.0013185580025248983	0.043119266055045874
D21063_at	0.4682585976712958		0.0013466124281105345	0.043835616438356165
U56833_at	0.467827523181522		0.0013746668536961705	0.04454545454545454
HG2874-HT3018_at	0.46667796078236207		0.0013886940664889886	0.04479638009049774
HG2846-HT2983_at	0.46615504196128954		0.0014027212792818067	0.04504504504504504
L29376_at	0.46554149720227944		0.0014167484920746248	0.0452914798206278
J04029_s_at	0.46515409555988024		0.0014307757048674429	0.045535714285714284
D16581_at	0.46431813130751604		0.001486884556038715	0.04669603524229075
D80000_at	0.46430467297352945		0.001486884556038715	0.04669603524229075
M14483_rna1_s_at	0.4639526165286054		0.001486884556038715	0.04669603524229075
L21936_at	0.46386494763756014		0.0015149389816243512	0.04736842105263158
D59253_at	0.4633583833436593		0.0015289661944171693	0.04759825327510917
L37362_at	0.4626822029577954		0.0015850750455884417	0.04871794871794871
S78825_at	0.4615211062225186		0.0015991022583812596	0.04871794871794871
M19989_cds2_at	0.46151990551351324		0.0015991022583812596	0.04871794871794871
U51678_at	0.4611924220957686		0.0015991022583812596	0.04871794871794871
X71874_cds1_at	0.461060837842543		0.0015991022583812596	0.04871794871794871
U53003_at	0.46037905354430736		0.0016271566839668958	0.04936170212765957
U09579_at	0.4601340718587177		0.0016411838967597138	0.04957627118644068
L76702_at	0.4596658363925672		0.00166923832234535	0.04958333333333334
X58399_at	0.4596586190309794		0.00166923832234535	0.04958333333333334
L08069_at	0.45926335926115996		0.00166923832234535	0.04958333333333334
X68560_at	0.45913783781353834		0.00166923832234535	0.04958333333333334
S74728_at	0.4590878618751706		0.0016832655351381681	0.049586776859504134
D49489_at	0.4580754396879808		0.0016832655351381681	0.049586776859504134
U65932_at	0.4574935872092695		0.001711319960723804	0.04979591836734693
D83260_s_at	0.45739533932341253		0.001711319960723804	0.04979591836734693
D25304_at	0.45718928447973667		0.001711319960723804	0.04979591836734693
U97502_rna1_at	0.45617479509162007		0.0017393743863094403	0.05020242914979757
U79277_at	0.45604456124849146		0.0017393743863094403	0.05020242914979757
X17093_at	0.4559282445741355		0.0017534015991022584	0.05040322580645161
X56741_at	0.45460557894332926		0.0017954832374807127	0.05140562248995984
M24486_s_at	0.45411329072265055		0.0018235376630663486	0.05179282868525897
X59350_at	0.45400801711873073		0.0018235376630663486	0.05179282868525897
HG4740-HT5187_at	0.4535493943953645		0.0018515920886519848	0.052380952380952375
X54942_at	0.4532403445300192		0.001879646514237621	0.052964426877470355
D43947_at	0.452569226134183		0.001921728152616075	0.05372549019607843
U40343_at	0.45256331028827523		0.001921728152616075	0.05372549019607843
X78520_at	0.4522133151617811		0.0019638097909945294	0.0546875
M57730_at	0.4513618300807474		0.0019918642165801656	0.05525291828793774
Z50781_at	0.4509223161548215		0.0020199186421658018	0.05555555555555555
X02317_at	0.45053723171185717		0.0020339458549586196	0.05555555555555555
X85750_at	0.4504490810230335		0.0020339458549586196	0.05555555555555555
D42043_at	0.45037593719776664		0.0020339458549586196	0.05555555555555555
HG2271-HT2367_s_at	0.4499948204735761		0.002090054706129892	0.05665399239543726
U25041_at	0.44984399965410593		0.002090054706129892	0.05665399239543726
D87127_at	0.4492778718473254		0.002118109131715528	0.0571969696969697
M27749_r_at	0.448002238106081		0.0021882451956796185	0.0585820895522388
U46006_s_at	0.44778210886008213		0.0021882451956796185	0.0585820895522388
X59543_at	0.44722098488427436		0.0022022724084724363	0.0585820895522388
U40572_at	0.4468780595398931		0.0022022724084724363	0.0585820895522388
HG4073-HT4343_at	0.44598777901484477		0.002314490110814981	0.06088560885608856
J02683_s_at	0.44590555255882314		0.002314490110814981	0.06088560885608856
U28758_s_at	0.44561025503044255		0.002314490110814981	0.06088560885608856
D87436_at	0.4454399002694735		0.002328517323607799	0.06102941176470588
U35376_at	0.44483777183195294		0.002356571749193435	0.06153846153846154
S74221_at	0.44448322062161494		0.0023705989619862535	0.06167883211678832
U78027_rna3_at	0.4443523136294743		0.0024126806003647075	0.061888111888111885
S54005_s_at	0.4439312784558794		0.0024407350259503437	0.061888111888111885
X02544_at	0.4436224623687886		0.0024407350259503437	0.061888111888111885
U68063_at	0.44358881020757496		0.0024407350259503437	0.061888111888111885
M32334_at	0.443336478021873		0.0024407350259503437	0.061888111888111885
M29064_at	0.44317492479746434		0.0024547622387431616	0.061888111888111885
D86967_at	0.44285847398418704		0.0024547622387431616	0.061888111888111885
J00148_cds2_f_at	0.44275092970924623		0.0024547622387431616	0.061888111888111885
D00860_at	0.44227905556440444		0.00246878945153598	0.061888111888111885
U27460_at	0.4422222926377416		0.00246878945153598	0.061888111888111885
U68233_at	0.44182121509195116		0.002482816664328798	0.061888111888111885
X74301_s_at	0.44179220581019407		0.002482816664328798	0.061888111888111885
M20218_at	0.4411174498392009		0.002510871089914434	0.06215277777777778
J02645_at	0.4410857400776075		0.002510871089914434	0.06215277777777778
U29175_at	0.44068112356574207		0.002524898302707252	0.06228373702422144
M57466_s_at	0.44010434885512656		0.00253892551550007	0.06241379310344828
X85753_at	0.439376432748218		0.002552952728292888	0.0625
M21535_at	0.43929656901531405		0.0025669799410857064	0.0625
HG1862-HT1897_at	0.4389796166718444		0.0025950343666713426	0.0625
U77735_at	0.43895849571163675		0.0025950343666713426	0.0625
X64643_at	0.43878247937586434		0.0025950343666713426	0.0625
M17254_s_at	0.43847393222774006		0.0025950343666713426	0.0625
X89398_cds2_at	0.43734134217393		0.002693224856221069	0.06442953020134229
D84294_at	0.43726150738173103		0.002693224856221069	0.06442953020134229
U10323_at	0.43670006878032724		0.002749333707392341	0.06513157894736842
U32315_at	0.4366545402705181		0.0027633609201851593	0.06513157894736842
U73167_cds5_at	0.43642833306958584		0.0027633609201851593	0.06513157894736842
AF006609_at	0.4363124998238158		0.002777388132977977	0.06513157894736842
M91670_at	0.4362330405560566		0.002777388132977977	0.06513157894736842
X05232_at	0.4361415784833168		0.002777388132977977	0.06513157894736842
Y09305_at	0.43610773306304945		0.0027914153457707955	0.06524590163934427
M83233_at	0.4360068557571878		0.0028054425585636133	0.06535947712418301
AFFX-M27830_5_at	0.43565226500326915		0.0028334969841492495	0.06558441558441558
X99209_at	0.43550853552022134		0.0028334969841492495	0.06558441558441558
Z80779_at	0.4352055181745678		0.0028755786225277036	0.06634304207119741
U47927_at	0.43492078673528695		0.002931687473698976	0.06698717948717949
X95648_at	0.4348258413687615		0.002931687473698976	0.06698717948717949
D29012_at	0.4348047767954101		0.002931687473698976	0.06698717948717949
U63825_at	0.4346244086796651		0.0029457146864917943	0.06709265175718851
AC002477_s_at	0.43404253722098746		0.0030158507504558845	0.06847133757961783
M33521_at	0.43304561235454264		0.0031000140272127927	0.06949685534591195
X83618_at	0.4328550969684456		0.0031000140272127927	0.06949685534591195
U43959_at	0.4328389835858068		0.0031000140272127927	0.06949685534591195
X94703_at	0.4325752469304011		0.0031000140272127927	0.06949685534591195
Z50853_at	0.4324296349687633		0.003114041240005611	0.06959247648902822
S78271_s_at	0.43219154399483956		0.003156122878384065	0.0703125
L33243_at	0.4321717077594332		0.0031701500911768834	0.07040498442367603
V00563_at	0.43189082574940507		0.0032262589423481553	0.07142857142857142
U15128_at	0.43103646744401214		0.0033244494318978818	0.07292307692307691
Z80780_f_at	0.43099351653427176		0.0033244494318978818	0.07292307692307691
U59286_at	0.4307774265589015		0.0033244494318978818	0.07292307692307691
X00088_at	0.4303400061568125		0.003352503857483518	0.07308868501529052
M55905_at	0.4301285156675224		0.003352503857483518	0.07308868501529052
D89289_at	0.4296445093243934		0.003380558283069154	0.07325227963525835
D42040_s_at	0.4294677339751905		0.003380558283069154	0.07325227963525835
U43901_rna1_s_at	0.4279260012158821		0.003492775985411699	0.07545454545454545
Y09943_s_at	0.427203841166234		0.003576939262168607	0.07648809523809523
U16261_at	0.427186007336841		0.003576939262168607	0.07648809523809523
U36621_cds2_at	0.42691561938153305		0.0036049936877542432	0.07648809523809523
D28473_s_at	0.42681682466971443		0.0036049936877542432	0.07648809523809523
L08895_at	0.42681198824515676		0.0036049936877542432	0.07648809523809523
X92475_at	0.4267795475832398		0.0036049936877542432	0.07648809523809523
Y10506_at	0.42653644087235454		0.0036330481133398794	0.07685459940652818
X51688_at	0.4263528850369341		0.0036611025389255156	0.07721893491124261
X89399_s_at	0.4254895104267303		0.003759293028475242	0.07882352941176471
U04847_at	0.42536095481205555		0.003759293028475242	0.07882352941176471
X87342_at	0.42513092855057066		0.003801374666853696	0.07930029154518951
Y00636_at	0.4249997129735184		0.0038154018796465144	0.07930029154518951
Z83735_at	0.42499588150688167		0.0038154018796465144	0.07930029154518951
D87454_at	0.42444326130063476		0.0038294290924393323	0.07936046511627906
U97188_at	0.4240794136847985		0.00384345630523215	0.07942028985507246
L20010_at	0.42401201439974684		0.0038574835180249685	0.07947976878612717
D30655_at	0.4235783829086043		0.0038995651564034226	0.08011527377521613
U45955_at	0.42337233260492		0.003927619581989059	0.08022922636103152
U78027_rna4_at	0.4233528254047085		0.003927619581989059	0.08022922636103152
X74795_at	0.42244660782125965		0.0040398372843316035	0.08205128205128205
X94453_at	0.42228249024060077		0.0040398372843316035	0.08205128205128205
U79256_at	0.42213569677590373		0.004067891709917239	0.08215297450424928
D16294_at	0.42201686362761576		0.004067891709917239	0.08215297450424928
X57129_at	0.4217335855991023		0.004081918922710057	0.08220338983050847
X67081_at	0.4215429248925917		0.004109973348295694	0.08253521126760563
U90552_at	0.4212859370904341		0.0041380277738813295	0.08286516853932584
Z97074_at	0.4211818833370476		0.004152054986674148	0.08291316526610645
J04611_at	0.420630007511879		0.004236218263431056	0.0841095890410959
U18062_at	0.4204862626580126		0.004236218263431056	0.0841095890410959
S83549_at	0.42035324022013987		0.004264272689016692	0.0841095890410959
D83783_at	0.42004543399077543		0.00427829990180951	0.0841095890410959
M99435_at	0.4199351189763032		0.004292327114602329	0.0841095890410959
J03474_at	0.4198676142359484		0.004306354327395147	0.0841095890410959
Z23090_at	0.41985185868315605		0.004306354327395147	0.0841095890410959
X84709_at	0.4197750539936575		0.004306354327395147	0.0841095890410959
AF009426_at	0.418692836264184		0.004432599242530509	0.08610354223433243
X55740_at	0.4183512931605363		0.004432599242530509	0.08610354223433243
M15205_at	0.41816400573954193		0.004460653668116145	0.08641304347826087
M60748_at	0.41766365152117685		0.004558844157665872	0.08807588075880758
D87120_at	0.41754403618899055		0.00457287137045869	0.08810810810810811
U74612_at	0.41662543363750515		0.004685089072801235	0.08933333333333333
L39060_at	0.4162262107013396		0.0046991162855940525	0.08933333333333333
M37583_at	0.4162120503799714		0.0046991162855940525	0.08933333333333333
Z80781_at	0.41615493622741584		0.0046991162855940525	0.08933333333333333
U17032_at	0.41615450851637864		0.0046991162855940525	0.08933333333333333
HG3063-HT3224_at	0.41572245380807155		0.00471314349838687	0.08936170212765958
M14745_at	0.4146854235438409		0.004839388413522233	0.09151193633952254
U16954_at	0.4142689420760017		0.004895497264693505	0.09232804232804233
U76272_at	0.41358271490361637		0.004965633328657596	0.09340369393139841
X55448_cds2_at	0.4128053944844786		0.005021742179828868	0.09396325459317585
S77583_at	0.4126948036893341		0.005021742179828868	0.09396325459317585
Z69915_at	0.41201529715361296		0.005119932669378595	0.0953125
M90657_at	0.41182249927520426		0.005133959882171413	0.0953125
HG67-HT67_f_at	0.41174764545822495		0.005133959882171413	0.0953125
D90070_s_at	0.411228898168653		0.005190068733342685	0.09610389610389611
U89922_s_at	0.41060799589627184		0.005260204797306775	0.09715025906735753
AFFX-PheX-3_at	0.4101397376967135		0.005330340861270866	0.09819121447028424
L20321_at	0.410017626201581		0.0053443680740636835	0.09819587628865979
M13792_at	0.40929569908372293		0.005484640201991864	0.10025445292620866
HG2255-HT2344_f_at	0.40920407358093286		0.005498667414784682	0.10025445292620866
U50939_at	0.40880673797750067		0.0055267218403703185	0.10025445292620866
HG3075-HT3236_s_at	0.40879095706609453		0.0055267218403703185	0.10025445292620866
HG2562-HT2658_s_at	0.40855572267210477		0.0055267218403703185	0.10025445292620866
D45248_at	0.40839634187019197		0.005568803478748773	0.10076142131979697
