Name	Score	0.95 MoE	p-value	FDR
GPIHBP1	0.770078172784799	0.01623929115712423	4.8754326946516506e-06	8.583690987124464e-05
NLRP1	0.7697345320434333		4.8754326946516506e-06	8.583690987124464e-05
MSRB3	0.769718873469094		4.8754326946516506e-06	8.583690987124464e-05
CXCL2	0.7690431902871919		4.8754326946516506e-06	8.583690987124464e-05
ZNF204P	0.7688374116742673		4.8754326946516506e-06	8.583690987124464e-05
CALCOCO1	0.7686410745754375	0.019481867759569844	4.8754326946516506e-06	8.583690987124464e-05
EHD2	0.7685420337506128	0.023009029405229954	4.8754326946516506e-06	8.583690987124464e-05
ADH1B	0.7685099276201368		4.8754326946516506e-06	8.583690987124464e-05
TMEM246	0.76833976651671		4.8754326946516506e-06	8.583690987124464e-05
ABLIM1	0.7683387914647194		4.8754326946516506e-06	8.583690987124464e-05
FABP4	0.7681122719030024		4.8754326946516506e-06	8.583690987124464e-05
TMEM47	0.7677059418936584		4.8754326946516506e-06	8.583690987124464e-05
AMOTL2	0.7665134237440089		4.8754326946516506e-06	8.583690987124464e-05
SRPX	0.7663801061471813		4.8754326946516506e-06	8.583690987124464e-05
EGR1	0.7654089967391264		4.8754326946516506e-06	8.583690987124464e-05
ITPRIPL1	0.7651156242286675		4.8754326946516506e-06	8.583690987124464e-05
SIRPA	0.7645526279968823		4.8754326946516506e-06	8.583690987124464e-05
C8orf88	0.7645315255089008		4.8754326946516506e-06	8.583690987124464e-05
LRRN4CL	0.7644027535937403		4.8754326946516506e-06	8.583690987124464e-05
INPP1	0.7642063079261279		4.8754326946516506e-06	8.583690987124464e-05
MSRA	0.7637135810180844		4.8754326946516506e-06	8.583690987124464e-05
TTC28	0.7633917690876244		4.8754326946516506e-06	8.583690987124464e-05
CAV2	0.7632284265414717		4.8754326946516506e-06	8.583690987124464e-05
ASB1	0.7630618314695767		4.8754326946516506e-06	8.583690987124464e-05
GPD1	0.7624032966015029		4.8754326946516506e-06	8.583690987124464e-05
TNS1	0.7623000806712524		4.8754326946516506e-06	8.583690987124464e-05
SLC12A4	0.7613619042832483		4.8754326946516506e-06	8.583690987124464e-05
SFRP1	0.7612479764823041		4.8754326946516506e-06	8.583690987124464e-05
FXYD1	0.7608752797070332	0.01562869397593741	4.8754326946516506e-06	8.583690987124464e-05
MICU3	0.7608059044938812		4.8754326946516506e-06	8.583690987124464e-05
GNG11	0.760657048683818		4.8754326946516506e-06	8.583690987124464e-05
ENPP2	0.7602429830047946		4.8754326946516506e-06	8.583690987124464e-05
DHRS12	0.7598396498918424		4.8754326946516506e-06	8.583690987124464e-05
NAB1	0.7598022999501723		4.8754326946516506e-06	8.583690987124464e-05
C20orf194	0.7594683175585527		4.8754326946516506e-06	8.583690987124464e-05
FAM110D	0.7593514400002183		4.8754326946516506e-06	8.583690987124464e-05
EZH1	0.7592611990874476		4.8754326946516506e-06	8.583690987124464e-05
EOGT	0.7591587353648863		4.8754326946516506e-06	8.583690987124464e-05
MIR99AHG	0.7587350455832044		4.8754326946516506e-06	8.583690987124464e-05
GPAM	0.75760331216507		4.8754326946516506e-06	8.583690987124464e-05
JADE1	0.7572112750090053		4.8754326946516506e-06	8.583690987124464e-05
ATOH8	0.7570522618063721		4.8754326946516506e-06	8.583690987124464e-05
NEXN	0.7569124486544836		4.8754326946516506e-06	8.583690987124464e-05
THRA	0.7566732510761461		4.8754326946516506e-06	8.583690987124464e-05
NFIB	0.756350510231631		4.8754326946516506e-06	8.583690987124464e-05
FAM162B	0.7562559567756174		4.8754326946516506e-06	8.583690987124464e-05
CCDC178	0.7555725826020818		4.8754326946516506e-06	8.583690987124464e-05
KLHL21	0.755378617553734		4.8754326946516506e-06	8.583690987124464e-05
NDN	0.7550745313559751		4.8754326946516506e-06	8.583690987124464e-05
TMEM133	0.7549124612130517		4.8754326946516506e-06	8.583690987124464e-05
ST3GAL3	0.7547744472022927		4.8754326946516506e-06	8.583690987124464e-05
ITM2A	0.754566075920807		4.8754326946516506e-06	8.583690987124464e-05
AOC3	0.75446458642548		4.8754326946516506e-06	8.583690987124464e-05
AC012368.1	0.7541588042566292		4.8754326946516506e-06	8.583690987124464e-05
LOXL4	0.7535072824655985		4.8754326946516506e-06	8.583690987124464e-05
AC023509.3	0.752760033124999	0.024727191087346976	4.8754326946516506e-06	8.583690987124464e-05
NKAPL	0.7527214150296566		4.8754326946516506e-06	8.583690987124464e-05
RSPO3	0.7520692069215479		4.8754326946516506e-06	8.583690987124464e-05
LIFR	0.7518713123193935		4.8754326946516506e-06	8.583690987124464e-05
FOS	0.7516431862891938		4.8754326946516506e-06	8.583690987124464e-05
ADH5	0.7511663489939756		4.8754326946516506e-06	8.583690987124464e-05
AC105942.1	0.7510013165223672		4.8754326946516506e-06	8.583690987124464e-05
ARHGEF40	0.750604670972333		4.8754326946516506e-06	8.583690987124464e-05
LCAT	0.7503673911777918		4.8754326946516506e-06	8.583690987124464e-05
PNMA8B	0.7503337118343097		4.8754326946516506e-06	8.583690987124464e-05
FOSB	0.7502614087789043		4.8754326946516506e-06	8.583690987124464e-05
DIXDC1	0.750236731757019		4.8754326946516506e-06	8.583690987124464e-05
ABCA5	0.7497081886467778		4.8754326946516506e-06	8.583690987124464e-05
PRKN	0.749469284146104		4.8754326946516506e-06	8.583690987124464e-05
BIN1	0.7494104872930996		4.8754326946516506e-06	8.583690987124464e-05
CFD	0.7493374780571249		4.8754326946516506e-06	8.583690987124464e-05
KCTD12	0.7492844558998203		4.8754326946516506e-06	8.583690987124464e-05
RRN3P1	0.7492746268519365		4.8754326946516506e-06	8.583690987124464e-05
CCM2L	0.7480083552970896		4.8754326946516506e-06	8.583690987124464e-05
FES	0.7479115886332912		4.8754326946516506e-06	8.583690987124464e-05
PTGDR	0.7469422929626522		4.8754326946516506e-06	8.583690987124464e-05
POU6F1	0.7467804643091437		4.8754326946516506e-06	8.583690987124464e-05
PKD2	0.7466567696438958		4.8754326946516506e-06	8.583690987124464e-05
DNAJB4	0.7466071679863766		4.8754326946516506e-06	8.583690987124464e-05
C10orf128	0.7459611620426975		4.8754326946516506e-06	8.583690987124464e-05
GPX3	0.7449176965533536		4.8754326946516506e-06	8.583690987124464e-05
RCBTB2	0.7448233044851785		4.8754326946516506e-06	8.583690987124464e-05
YAP1	0.7446668994530857		4.8754326946516506e-06	8.583690987124464e-05
NPR2	0.7446376568219332		4.8754326946516506e-06	8.583690987124464e-05
PGM5	0.7434174312059607		4.8754326946516506e-06	8.583690987124464e-05
CREB5	0.7432669037292042		4.8754326946516506e-06	8.583690987124464e-05
VEGFD	0.7431030244135042		4.8754326946516506e-06	8.583690987124464e-05
LHFP	0.7430508428382643		4.8754326946516506e-06	8.583690987124464e-05
SLC25A27	0.7426432901158863		4.8754326946516506e-06	8.583690987124464e-05
LRP5	0.7426362509622914		4.8754326946516506e-06	8.583690987124464e-05
ZNF781	0.7425485397986696		4.8754326946516506e-06	8.583690987124464e-05
MGAT3	0.7421936327168475		4.8754326946516506e-06	8.583690987124464e-05
CD34	0.7418793233939445		4.8754326946516506e-06	8.583690987124464e-05
NLRX1	0.7418651579141569		4.8754326946516506e-06	8.583690987124464e-05
APBA1	0.7417181211047109		4.8754326946516506e-06	8.583690987124464e-05
MAGI2-AS3	0.7412905116098262		4.8754326946516506e-06	8.583690987124464e-05
SKAP2	0.7409092109964855		4.8754326946516506e-06	8.583690987124464e-05
NIFK-AS1	0.7407985455147386		4.8754326946516506e-06	8.583690987124464e-05
CDADC1	0.7406007888650691		4.8754326946516506e-06	8.583690987124464e-05
DDR2	0.740572580696283		4.8754326946516506e-06	8.583690987124464e-05
HERC2P3	0.7405716512800632		4.8754326946516506e-06	8.583690987124464e-05
SRP14-AS1	0.7403642620799304		4.8754326946516506e-06	8.583690987124464e-05
ZBTB4	0.7403373482467858		4.8754326946516506e-06	8.583690987124464e-05
MTURN	0.7398494404551321		4.8754326946516506e-06	8.583690987124464e-05
PCAT19	0.7394733661606179		4.8754326946516506e-06	8.583690987124464e-05
CXorf36	0.7392066065356563		4.8754326946516506e-06	8.583690987124464e-05
LGI4	0.7390483412870867		4.8754326946516506e-06	8.583690987124464e-05
AC009414.2	0.7385783354419614		4.8754326946516506e-06	8.583690987124464e-05
FLG-AS1	0.738438583017135		4.8754326946516506e-06	8.583690987124464e-05
ABCA10	0.7382544095959134		4.8754326946516506e-06	8.583690987124464e-05
CX3CL1	0.7381919018506846		4.8754326946516506e-06	8.583690987124464e-05
APOD	0.7377416045164183		4.8754326946516506e-06	8.583690987124464e-05
PDZRN3	0.7376032193768065		4.8754326946516506e-06	8.583690987124464e-05
LRIG3	0.7375565413351387		4.8754326946516506e-06	8.583690987124464e-05
LINC00639	0.7362112931087461		4.8754326946516506e-06	8.583690987124464e-05
HOXA3	0.7358742699488913		4.8754326946516506e-06	8.583690987124464e-05
AC092376.2	0.7358073338015749		4.8754326946516506e-06	8.583690987124464e-05
RBMS3	0.7350692760877973		4.8754326946516506e-06	8.583690987124464e-05
CTF1	0.7348482217437232		4.8754326946516506e-06	8.583690987124464e-05
TNFRSF8	0.7346735818798207		4.8754326946516506e-06	8.583690987124464e-05
FEZ1	0.7345760092663699		4.8754326946516506e-06	8.583690987124464e-05
ECSCR	0.7342276133002936		4.8754326946516506e-06	8.583690987124464e-05
GYPC	0.7341536681423217		4.8754326946516506e-06	8.583690987124464e-05
ACADVL	0.7340546067745052		4.8754326946516506e-06	8.583690987124464e-05
SUN2	0.7335417741500262		4.8754326946516506e-06	8.583690987124464e-05
STAT5A	0.7333031242556445		4.8754326946516506e-06	8.583690987124464e-05
PDE2A	0.7332517463430647		4.8754326946516506e-06	8.583690987124464e-05
CUTC	0.732659592101975		4.8754326946516506e-06	8.583690987124464e-05
MBNL2	0.7325947266248303		4.8754326946516506e-06	8.583690987124464e-05
EFNB1	0.7324306189355692		4.8754326946516506e-06	8.583690987124464e-05
CEP68	0.7324151617566562		4.8754326946516506e-06	8.583690987124464e-05
CDKN1C	0.7319228004396936		4.8754326946516506e-06	8.583690987124464e-05
RRAS2	0.7318571992231523		4.8754326946516506e-06	8.583690987124464e-05
NAALADL1	0.7316662885722447		4.8754326946516506e-06	8.583690987124464e-05
NUDT7	0.7316202227572155		4.8754326946516506e-06	8.583690987124464e-05
MFGE8	0.7314951617046711		4.8754326946516506e-06	8.583690987124464e-05
TMTC1	0.7314887776365792		4.8754326946516506e-06	8.583690987124464e-05
GPRASP2	0.731082493137614		4.8754326946516506e-06	8.583690987124464e-05
FGFR1	0.7303743881972239		4.8754326946516506e-06	8.583690987124464e-05
EDNRB	0.7299122378663295		4.8754326946516506e-06	8.583690987124464e-05
TRIOBP	0.7294338019601389		4.8754326946516506e-06	8.583690987124464e-05
NACAD	0.7292233820613133		4.8754326946516506e-06	8.583690987124464e-05
SVEP1	0.7287223341638721		4.8754326946516506e-06	8.583690987124464e-05
MPRIP	0.7277787130790816		4.8754326946516506e-06	8.583690987124464e-05
ADIPOQ	0.7276364587548352		4.8754326946516506e-06	8.583690987124464e-05
CPNE8	0.727474642743279		4.8754326946516506e-06	8.583690987124464e-05
PLPP7	0.7273265319520997		4.8754326946516506e-06	8.583690987124464e-05
GPRASP1	0.7267714185212379		4.8754326946516506e-06	8.583690987124464e-05
LRRC2	0.7266565276726109		4.8754326946516506e-06	8.583690987124464e-05
P2RY12	0.726205632131568		4.8754326946516506e-06	8.583690987124464e-05
SNTG2	0.7259426635282195		4.8754326946516506e-06	8.583690987124464e-05
PPP1R14A	0.7243902675445242		4.8754326946516506e-06	8.583690987124464e-05
DFNB59	0.7234478484304614		4.8754326946516506e-06	8.583690987124464e-05
ARID5B	0.7231116135161962		4.8754326946516506e-06	8.583690987124464e-05
LIPE	0.7230206779834808		4.8754326946516506e-06	8.583690987124464e-05
FAM49A	0.7229292982560624		4.8754326946516506e-06	8.583690987124464e-05
SH3D19	0.7227898989739464		4.8754326946516506e-06	8.583690987124464e-05
GRASP	0.7226984916593316		4.8754326946516506e-06	8.583690987124464e-05
BMX	0.7226045688166529		4.8754326946516506e-06	8.583690987124464e-05
STARD9	0.7224928364901664		4.8754326946516506e-06	8.583690987124464e-05
HOTAIRM1	0.7223161483895095		4.8754326946516506e-06	8.583690987124464e-05
PLSCR4	0.7223150700988746		4.8754326946516506e-06	8.583690987124464e-05
GIMAP8	0.722190269067799		4.8754326946516506e-06	8.583690987124464e-05
SYN2	0.7219997550308977		4.8754326946516506e-06	8.583690987124464e-05
HOXA-AS2	0.7215455383121951		4.8754326946516506e-06	8.583690987124464e-05
DPP6	0.7206692372366255		4.8754326946516506e-06	8.583690987124464e-05
FAM212B	0.7202835827810031		4.8754326946516506e-06	8.583690987124464e-05
SYNE1	0.7197343924001035		4.8754326946516506e-06	8.583690987124464e-05
DGAT2	0.7190437945005486		4.8754326946516506e-06	8.583690987124464e-05
CLIP4	0.718714928250881		4.8754326946516506e-06	8.583690987124464e-05
ARAP3	0.7186132465916754		4.8754326946516506e-06	8.583690987124464e-05
SHE	0.7181648856564214		4.8754326946516506e-06	8.583690987124464e-05
CLEC3B	0.7178719306806394		4.8754326946516506e-06	8.583690987124464e-05
TNFSF12	0.7176380943053983		4.8754326946516506e-06	8.583690987124464e-05
CORO2B	0.7172202137991291		4.8754326946516506e-06	8.583690987124464e-05
WDR86	0.7170554292231337		4.8754326946516506e-06	8.583690987124464e-05
BLCAP	0.7169829605943043		4.8754326946516506e-06	8.583690987124464e-05
SMIM10	0.7168668211151122		4.8754326946516506e-06	8.583690987124464e-05
CYP46A1	0.7163417720105475		4.8754326946516506e-06	8.583690987124464e-05
MAML2	0.7161976856130137		4.8754326946516506e-06	8.583690987124464e-05
MYEOV	0.7158472105808127		4.8754326946516506e-06	8.583690987124464e-05
GIMAP5	0.7155579822548046		4.8754326946516506e-06	8.583690987124464e-05
PELI2	0.7155338093979147		4.8754326946516506e-06	8.583690987124464e-05
RHOJ	0.7153490728454052		4.8754326946516506e-06	8.583690987124464e-05
ACACB	0.7151815577298927		4.8754326946516506e-06	8.583690987124464e-05
SCN3B	0.7145265418169272		4.8754326946516506e-06	8.583690987124464e-05
MROH8	0.7144963302455878		4.8754326946516506e-06	8.583690987124464e-05
GPC3	0.7138504724667226		4.8754326946516506e-06	8.583690987124464e-05
DAB2IP	0.7137933773026054		4.8754326946516506e-06	8.583690987124464e-05
PLIN4	0.7136055532511207		4.8754326946516506e-06	8.583690987124464e-05
HOXA5	0.7134080513663135		4.8754326946516506e-06	8.583690987124464e-05
LEPR	0.7132778301181101		4.8754326946516506e-06	8.583690987124464e-05
NATD1	0.7132227333015145		4.8754326946516506e-06	8.583690987124464e-05
CRY2	0.7124617132239458		4.8754326946516506e-06	8.583690987124464e-05
C10orf90	0.7124010447158309		4.8754326946516506e-06	8.583690987124464e-05
IQSEC3	0.7123185014214766		4.8754326946516506e-06	8.583690987124464e-05
LEP	0.7122726112526095		4.8754326946516506e-06	8.583690987124464e-05
PRNP	0.7120433234815304		4.8754326946516506e-06	8.583690987124464e-05
CLIC5	0.7115757336485719		4.8754326946516506e-06	8.583690987124464e-05
MTMR9LP	0.7111260784987073		4.8754326946516506e-06	8.583690987124464e-05
PLPP1	0.7111054918024137		4.8754326946516506e-06	8.583690987124464e-05
CAPN11	0.7105631242732201		4.8754326946516506e-06	8.583690987124464e-05
RBMS2	0.7104280874811926		4.8754326946516506e-06	8.583690987124464e-05
TMEM88	0.7099469731370108		4.8754326946516506e-06	8.583690987124464e-05
ME3	0.7097166603410175		4.8754326946516506e-06	8.583690987124464e-05
IFNGR1	0.709185302475665		4.8754326946516506e-06	8.583690987124464e-05
PGM5-AS1	0.709112732979294		4.8754326946516506e-06	8.583690987124464e-05
CHST3	0.7089754373854528		4.8754326946516506e-06	8.583690987124464e-05
LMO2	0.7089652291411946		4.8754326946516506e-06	8.583690987124464e-05
MEF2C-AS1	0.7086660594582982		4.8754326946516506e-06	8.583690987124464e-05
PNRC1	0.708388370414716		4.8754326946516506e-06	8.583690987124464e-05
DPYD	0.7077333982450643		4.8754326946516506e-06	8.583690987124464e-05
RGL1	0.7074451336066493		4.8754326946516506e-06	8.583690987124464e-05
SOD2	0.7073325554037395		4.8754326946516506e-06	8.583690987124464e-05
VIT	0.7072240373118635		4.8754326946516506e-06	8.583690987124464e-05
FMOD	0.7071414903989707		4.8754326946516506e-06	8.583690987124464e-05
RASSF9	0.7068372465840946		4.8754326946516506e-06	8.583690987124464e-05
STXBP6	0.7056516419315568		4.8754326946516506e-06	8.583690987124464e-05
DUSP1	0.7055528120574298		4.8754326946516506e-06	8.583690987124464e-05
AC117489.1	0.7054800443696672		4.8754326946516506e-06	8.583690987124464e-05
ANKRD65	0.7054574805726543		4.8754326946516506e-06	8.583690987124464e-05
ARHGAP5-AS1	0.7054512000152119		4.8754326946516506e-06	8.583690987124464e-05
LINC02202	0.7053333280306082		4.8754326946516506e-06	8.583690987124464e-05
GIMAP1	0.7048214633138662		4.8754326946516506e-06	8.583690987124464e-05
STK40	0.7048191743337114		4.8754326946516506e-06	8.583690987124464e-05
CLDN11	0.7048039475693078		4.8754326946516506e-06	8.583690987124464e-05
MMRN2	0.7047468079147065		4.8754326946516506e-06	8.583690987124464e-05
DENND2A	0.704678695852407		4.8754326946516506e-06	8.583690987124464e-05
BVES	0.7044760329796081		4.8754326946516506e-06	8.583690987124464e-05
BCL2L2	0.7040107667240911		4.8754326946516506e-06	8.583690987124464e-05
FBXO31	0.7038158493393412		4.8754326946516506e-06	8.583690987124464e-05
SCN3A	0.7037995076500987		4.8754326946516506e-06	8.583690987124464e-05
AKAP12	0.7036085397304486		4.8754326946516506e-06	8.583690987124464e-05
LINC01537	0.7032778323567093		4.8754326946516506e-06	8.583690987124464e-05
KANK3	0.7025059171551736		4.8754326946516506e-06	8.583690987124464e-05
AAED1	0.7024966377599737		4.8754326946516506e-06	8.583690987124464e-05
RAB6B	0.7022671806691453		4.8754326946516506e-06	8.583690987124464e-05
SCARA5	0.7018073627816674		4.8754326946516506e-06	8.583690987124464e-05
NRN1	0.7017661074408739		4.8754326946516506e-06	8.583690987124464e-05
COX7A1	0.7014006647034576		4.8754326946516506e-06	8.583690987124464e-05
KCTD10	0.7013774621986923		4.8754326946516506e-06	8.583690987124464e-05
SIK2	0.7013768943674603		4.8754326946516506e-06	8.583690987124464e-05
LYVE1	0.7013667331727855		4.8754326946516506e-06	8.583690987124464e-05
IGSF10	0.701129677392425		4.8754326946516506e-06	8.583690987124464e-05
RBP7	0.7010389605087735		4.8754326946516506e-06	8.583690987124464e-05
KLF4	0.7009042669557984		4.8754326946516506e-06	8.583690987124464e-05
LYRM9	0.700630077065308		4.8754326946516506e-06	8.583690987124464e-05
NR3C1	0.7006033611253798		4.8754326946516506e-06	8.583690987124464e-05
CD300LG	0.7005235586162932		4.8754326946516506e-06	8.583690987124464e-05
KLHDC1	0.7002916179868371		4.8754326946516506e-06	8.583690987124464e-05
PPP1R12B	0.7001037888949039		4.8754326946516506e-06	8.583690987124464e-05
DST	0.6999028682568391		4.8754326946516506e-06	8.583690987124464e-05
SEPT10	0.6998092546209927		4.8754326946516506e-06	8.583690987124464e-05
MT1M	0.6998015765782226		4.8754326946516506e-06	8.583690987124464e-05
PLAGL1	0.6997003380653933		4.8754326946516506e-06	8.583690987124464e-05
